Poland, Life tables (period 5x1), Total	Last modified: 13 Apr 2021;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1973        30-34     0.00158  0.00787  2.58   94797     746  472183  4169649  43.98
  1973        35-39     0.00221  0.01099  2.62   94051    1033  467793  3697466  39.31
  1973        40-44     0.00328  0.01626  2.69   93017    1513  461592  3229673  34.72
  1973        45-49     0.00485  0.02400  2.65   91505    2196  452371  2768081  30.25
  1973        50-54     0.00734  0.03607  2.64   89309    3222  438953  2315710  25.93
  1973        55-59     0.01090  0.05314  2.67   86087    4575  419759  1876756  21.80
  1973        60-64     0.01757  0.08437  2.66   81512    6877  391447  1456998  17.87
  1973        65-69     0.02868  0.13430  2.64   74635   10024  349479  1065551  14.28
  1973        70-74     0.04756  0.21353  2.61   64611   13796  290103   716072  11.08
  1973        75-79     0.07857  0.32944  2.55   50815   16741  213055   425969   8.38
  1973        80-84     0.12065  0.46149  2.45   34074   15725  130332   212914   6.25
  1973        85-89     0.19079  0.62746  2.27   18349   11513   60347    82581   4.50
  1973        90-94     0.28565  0.77371  2.04    6836    5289   18516    22234   3.25
  1973        95-99     0.40374  0.88458  1.82    1547    1368    3389     3719   2.40
  1973       100-104    0.53633  0.94493  1.57     179     169     315      329   1.84
  1973       105-109    0.66518  0.97317  1.37      10      10      14       15   1.50
  1973       110+       0.76091  1.00000  1.31       0       0       0        0   1.31
  1974           0      0.02863  0.02794  0.14  100000    2794   97590  7101989  71.02
  1974         1-4      0.00083  0.00333  1.62   97206     324  388051  7004399  72.06
  1974         5-9      0.00038  0.00187  2.31   96882     182  483920  6616348  68.29
  1974        10-14     0.00030  0.00152  2.57   96700     147  483144  6132428  63.42
  1974        15-19     0.00066  0.00329  2.88   96553     318  482092  5649284  58.51
  1974        20-24     0.00100  0.00500  2.55   96235     481  479994  5167192  53.69
  1974        25-29     0.00120  0.00599  2.60   95754     573  477394  4687198  48.95
  1974        30-34     0.00153  0.00760  2.65   95180     723  474203  4209804  44.23
  1974        35-39     0.00211  0.01050  2.66   94457     992  469962  3735601  39.55
  1974        40-44     0.00322  0.01596  2.67   93465    1491  463846  3265639  34.94
  1974        45-49     0.00481  0.02380  2.68   91973    2189  454790  2801793  30.46
  1974        50-54     0.00729  0.03586  2.68   89785    3220  441445  2347003  26.14
  1974        55-59     0.01066  0.05202  2.70   86565    4503  422449  1905558  22.01
  1974        60-64     0.01722  0.08275  2.65   82062    6791  394381  1483109  18.07
  1974        65-69     0.02809  0.13170  2.63   75271    9913  352884  1088728  14.46
  1974        70-74     0.04609  0.20758  2.61   65358   13567  294387   735844  11.26
  1974        75-79     0.07608  0.32037  2.54   51791   16592  218094   441457   8.52
  1974        80-84     0.11803  0.45307  2.44   35199   15947  135115   223363   6.35
  1974        85-89     0.18738  0.62040  2.28   19251   11944   63742    88248   4.58
  1974        90-94     0.27627  0.76439  2.08    7308    5586   20219    24506   3.35
  1974        95-99     0.38859  0.87403  1.85    1722    1505    3873     4287   2.49
  1974       100-104    0.51673  0.93829  1.61     217     204     394      415   1.91
  1974       105-109    0.64357  0.96957  1.40      13      13      20       21   1.55
  1974       110+       0.73942  1.00000  1.35       0       0       1        1   1.35
  1975           0      0.02987  0.02913  0.14  100000    2913   97500  7043966  70.44
  1975         1-4      0.00091  0.00362  1.59   97087     352  387503  6946465  71.55
  1975         5-9      0.00043  0.00214  2.32   96736     207  483125  6558962  67.80
  1975        10-14     0.00035  0.00175  2.59   96529     169  482237  6075837  62.94
  1975        15-19     0.00072  0.00361  2.83   96360     348  481045  5593600  58.05
  1975        20-24     0.00114  0.00570  2.58   96012     548  478734  5112555  53.25
  1975        25-29     0.00125  0.00622  2.54   95464     593  475860  4633821  48.54
  1975        30-34     0.00162  0.00805  2.57   94871     763  472499  4157961  43.83
  1975        35-39     0.00226  0.01122  2.64   94108    1056  468050  3685461  39.16
  1975        40-44     0.00332  0.01646  2.65   93052    1532  461658  3217412  34.58
  1975        45-49     0.00522  0.02577  2.66   91520    2359  452092  2755753  30.11
  1975        50-54     0.00758  0.03723  2.64   89161    3319  437988  2303662  25.84
  1975        55-59     0.01115  0.05430  2.59   85842    4661  417984  1865673  21.73
  1975        60-64     0.01763  0.08461  2.63   81180    6869  389618  1447690  17.83
  1975        65-69     0.02858  0.13384  2.63   74312    9946  347998  1058071  14.24
  1975        70-74     0.04688  0.21079  2.61   64366   13567  289380   710074  11.03
  1975        75-79     0.07934  0.33197  2.54   50798   16863  212557   420693   8.28
  1975        80-84     0.12436  0.47080  2.42   33935   15977  128467   208137   6.13
  1975        85-89     0.19593  0.63984  2.29   17958   11490   58645    79670   4.44
  1975        90-94     0.28598  0.77769  2.07    6468    5030   17589    21025   3.25
  1975        95-99     0.40654  0.88616  1.82    1438    1274    3134     3436   2.39
  1975       100-104    0.53721  0.94506  1.57     164     155     288      301   1.84
  1975       105-109    0.66389  0.97289  1.37       9       9      13       14   1.50
  1975       110+       0.75802  1.00000  1.32       0       0       0        0   1.32
  1976           0      0.02888  0.02818  0.14  100000    2818   97572  7043668  70.44
  1976         1-4      0.00077  0.00307  1.59   97182     299  388010  6946096  71.48
  1976         5-9      0.00041  0.00204  2.33   96883     198  483888  6558086  67.69
  1976        10-14     0.00032  0.00160  2.75   96686     155  483080  6074197  62.82
  1976        15-19     0.00072  0.00360  2.73   96531     347  481867  5591117  57.92
  1976        20-24     0.00110  0.00551  2.60   96183     530  479646  5109251  53.12
  1976        25-29     0.00126  0.00630  2.52   95654     603  476771  4629605  48.40
  1976        30-34     0.00169  0.00842  2.63   95051     800  473362  4152834  43.69
  1976        35-39     0.00239  0.01190  2.65   94251    1121  468616  3679473  39.04
  1976        40-44     0.00350  0.01738  2.65   93129    1618  461849  3210856  34.48
  1976        45-49     0.00541  0.02671  2.72   91511    2444  451978  2749007  30.04
  1976        50-54     0.00782  0.03838  2.57   89067    3418  437021  2297029  25.79
  1976        55-59     0.01181  0.05759  2.82   85649    4932  417516  1860008  21.72
  1976        60-64     0.01774  0.08501  2.56   80716    6862  386862  1442493  17.87
  1976        65-69     0.02890  0.13528  2.64   73855    9991  345727  1055631  14.29
  1976        70-74     0.04685  0.21047  2.59   63864   13441  286928   709904  11.12
  1976        75-79     0.07757  0.32623  2.57   50422   16449  212062   422976   8.39
  1976        80-84     0.12205  0.46556  2.45   33973   15817  129592   210915   6.21
  1976        85-89     0.19373  0.63338  2.27   18157   11500   59360    81323   4.48
  1976        90-94     0.28098  0.77140  2.08    6657    5135   18275    21963   3.30
  1976        95-99     0.40024  0.88206  1.83    1522    1342    3354     3688   2.42
  1976       100-104    0.53040  0.94293  1.58     179     169     319      335   1.86
  1976       105-109    0.65782  0.97198  1.38      10      10      15       16   1.51
  1976       110+       0.75330  1.00000  1.33       0       0       0        0   1.33
  1977           0      0.02907  0.02836  0.14  100000    2836   97558  7033183  70.33
  1977         1-4      0.00080  0.00320  1.61   97164     311  387912  6935625  71.38
  1977         5-9      0.00041  0.00205  2.38   96853     199  483744  6547713  67.60
  1977        10-14     0.00033  0.00165  2.56   96654     159  482883  6063968  62.74
  1977        15-19     0.00071  0.00353  2.93   96495     340  481768  5581085  57.84
  1977        20-24     0.00118  0.00586  2.55   96154     563  479394  5099317  53.03
  1977        25-29     0.00136  0.00675  2.54   95591     646  476364  4619923  48.33
  1977        30-34     0.00174  0.00865  2.64   94945     822  472786  4143559  43.64
  1977        35-39     0.00242  0.01204  2.69   94124    1133  467997  3670773  39.00
  1977        40-44     0.00364  0.01806  2.65   92991    1680  461004  3202776  34.44
  1977        45-49     0.00561  0.02767  2.67   91311    2527  450680  2741772  30.03
  1977        50-54     0.00814  0.03993  2.63   88784    3545  435532  2291092  25.81
  1977        55-59     0.01190  0.05787  2.61   85240    4933  414425  1855560  21.77
  1977        60-64     0.01775  0.08516  2.63   80307    6839  385315  1441135  17.95
  1977        65-69     0.02868  0.13431  2.64   73468    9867  344075  1055820  14.37
  1977        70-74     0.04683  0.21043  2.59   63601   13384  285780   711745  11.19
  1977        75-79     0.07632  0.32161  2.56   50217   16150  211601   425965   8.48
  1977        80-84     0.12111  0.46204  2.44   34067   15741  129973   214364   6.29
  1977        85-89     0.18545  0.61802  2.30   18327   11326   61075    84391   4.60
  1977        90-94     0.27866  0.76928  2.09    7000    5385   19325    23317   3.33
  1977        95-99     0.39179  0.87630  1.85    1615    1415    3612     3992   2.47
  1977       100-104    0.52064  0.93966  1.60     200     188     361      379   1.90
  1977       105-109    0.64782  0.97032  1.39      12      12      18       19   1.54
  1977       110+       0.74365  1.00000  1.34       0       0       0        0   1.34
  1978           0      0.02780  0.02714  0.13  100000    2714   97651  7022063  70.22
  1978         1-4      0.00081  0.00324  1.60   97286     315  388385  6924412  71.18
  1978         5-9      0.00041  0.00207  2.45   96970     200  484340  6536027  67.40
  1978        10-14     0.00034  0.00169  2.57   96770     164  483453  6051686  62.54
  1978        15-19     0.00070  0.00350  2.89   96607     338  482319  5568234  57.64
  1978        20-24     0.00115  0.00574  2.55   96269     553  479987  5085915  52.83
  1978        25-29     0.00137  0.00681  2.56   95716     652  476986  4605928  48.12
  1978        30-34     0.00181  0.00903  2.64   95064     859  473297  4128942  43.43
  1978        35-39     0.00244  0.01215  2.72   94205    1144  468415  3655645  38.81
  1978        40-44     0.00374  0.01852  2.64   93061    1723  461244  3187230  34.25
  1978        45-49     0.00578  0.02852  2.65   91338    2605  450577  2725986  29.85
  1978        50-54     0.00835  0.04093  2.63   88732    3632  435053  2275410  25.64
  1978        55-59     0.01214  0.05903  2.64   85101    5023  413661  1840356  21.63
  1978        60-64     0.01775  0.08518  2.64   80077    6821  384307  1426695  17.82
  1978        65-69     0.02881  0.13497  2.67   73256    9887  343213  1042389  14.23
  1978        70-74     0.04805  0.21522  2.58   63369   13638  283836   699176  11.03
  1978        75-79     0.07771  0.32676  2.57   49730   16250  209100   415340   8.35
  1978        80-84     0.12598  0.47593  2.43   33480   15934  126486   206240   6.16
  1978        85-89     0.18701  0.62124  2.30   17546   10900   58288    79754   4.55
  1978        90-94     0.28974  0.78356  2.07    6646    5207   17972    21465   3.23
  1978        95-99     0.39940  0.88136  1.83    1438    1268    3174     3493   2.43
  1978       100-104    0.52819  0.94213  1.59     171     161     304      319   1.87
  1978       105-109    0.65456  0.97141  1.38      10      10      15       15   1.52
  1978       110+       0.74951  1.00000  1.33       0       0       0        0   1.33
  1979           0      0.02635  0.02576  0.13  100000    2576   97758  7058666  70.59
  1979         1-4      0.00074  0.00297  1.59   97424     289  389002  6960908  71.45
  1979         5-9      0.00038  0.00192  2.39   97135     186  485189  6571906  67.66
  1979        10-14     0.00035  0.00175  2.66   96949     170  484346  6086717  62.78
  1979        15-19     0.00070  0.00350  2.78   96779     339  483145  5602371  57.89
  1979        20-24     0.00115  0.00572  2.62   96440     552  480886  5119226  53.08
  1979        25-29     0.00134  0.00669  2.53   95889     642  477859  4638340  48.37
  1979        30-34     0.00172  0.00856  2.73   95247     815  474386  4160481  43.68
  1979        35-39     0.00246  0.01222  2.56   94432    1154  469346  3686095  39.03
  1979        40-44     0.00361  0.01790  2.70   93278    1670  462550  3216749  34.49
  1979        45-49     0.00566  0.02792  2.60   91608    2558  451895  2754200  30.07
  1979        50-54     0.00824  0.04044  2.65   89050    3601  436790  2302305  25.85
  1979        55-59     0.01227  0.05960  2.58   85449    5093  414925  1865516  21.83
  1979        60-64     0.01780  0.08535  2.60   80356    6858  385334  1450590  18.05
  1979        65-69     0.02797  0.13130  2.68   73498    9650  345066  1065256  14.49
  1979        70-74     0.04591  0.20683  2.61   63847   13205  287638   720190  11.28
  1979        75-79     0.07505  0.31665  2.53   50642   16036  213674   432553   8.54
  1979        80-84     0.12065  0.46048  2.43   34606   15935  132077   218879   6.32
  1979        85-89     0.19135  0.62629  2.24   18671   11693   61109    86802   4.65
  1979        90-94     0.24661  0.71634  2.07    6978    4998   20268    25693   3.68
  1979        95-99     0.35037  0.84244  1.92    1979    1667    4759     5426   2.74
  1979       100-104    0.45959  0.91371  1.70     312     285     620      667   2.14
  1979       105-109    0.57355  0.95417  1.50      27      26      45       47   1.73
  1979       110+       0.66432  1.00000  1.51       1       1       2        2   1.51
  1980           0      0.02605  0.02547  0.13  100000    2547   97780  6994935  69.95
  1980         1-4      0.00080  0.00318  1.66   97453     310  389087  6897154  70.77
  1980         5-9      0.00040  0.00199  2.38   97144     193  485212  6508067  66.99
  1980        10-14     0.00032  0.00160  2.50   96951     155  484365  6022855  62.12
  1980        15-19     0.00070  0.00348  2.94   96795     337  483281  5538490  57.22
  1980        20-24     0.00116  0.00577  2.56   96458     557  480934  5055208  52.41
  1980        25-29     0.00137  0.00684  2.56   95901     656  477906  4574274  47.70
  1980        30-34     0.00176  0.00877  2.66   95246     835  474273  4096369  43.01
  1980        35-39     0.00261  0.01295  2.63   94410    1223  469158  3622095  38.37
  1980        40-44     0.00402  0.01990  2.65   93187    1855  461584  3152937  33.83
  1980        45-49     0.00607  0.02994  2.67   91333    2734  450302  2691354  29.47
  1980        50-54     0.00894  0.04379  2.63   88598    3879  433795  2241052  25.29
  1980        55-59     0.01281  0.06217  2.62   84719    5267  411044  1807257  21.33
  1980        60-64     0.01880  0.08986  2.55   79452    7139  379775  1396212  17.57
  1980        65-69     0.02976  0.13898  2.63   72312   10050  337696  1016437  14.06
  1980        70-74     0.04853  0.21728  2.59   62263   13529  278752   678742  10.90
  1980        75-79     0.07909  0.33132  2.55   48734   16147  204164   399990   8.21
  1980        80-84     0.12972  0.48611  2.42   32587   15841  122120   195826   6.01
  1980        85-89     0.19776  0.64235  2.27   16746   10757   54395    73706   4.40
  1980        90-94     0.29034  0.78366  2.06    5989    4694   16166    19311   3.22
  1980        95-99     0.39981  0.88128  1.83    1296    1142    2856     3146   2.43
  1980       100-104    0.52525  0.94093  1.59     154     145     276      290   1.88
  1980       105-109    0.64843  0.97027  1.39       9       9      14       14   1.54
  1980       110+       0.74127  1.00000  1.35       0       0       0        0   1.35
  1981           0      0.02512  0.02458  0.13  100000    2458   97849  7091686  70.92
  1981         1-4      0.00073  0.00291  1.61   97542     283  389491  6993836  71.70
  1981         5-9      0.00039  0.00194  2.46   97259     189  485813  6604345  67.91
  1981        10-14     0.00033  0.00167  2.59   97070     162  484959  6118532  63.03
  1981        15-19     0.00073  0.00367  2.87   96908     355  483784  5633573  58.13
  1981        20-24     0.00108  0.00539  2.56   96553     520  481492  5149788  53.34
  1981        25-29     0.00125  0.00625  2.60   96032     600  478720  4668296  48.61
  1981        30-34     0.00157  0.00781  2.62   95433     745  475392  4189576  43.90
  1981        35-39     0.00231  0.01148  2.70   94688    1087  470940  3714184  39.23
  1981        40-44     0.00356  0.01766  2.63   93601    1653  464091  3243244  34.65
  1981        45-49     0.00535  0.02643  2.67   91947    2430  454083  2779153  30.23
  1981        50-54     0.00840  0.04119  2.64   89517    3687  438894  2325071  25.97
  1981        55-59     0.01231  0.05984  2.65   85830    5136  417082  1886177  21.98
  1981        60-64     0.01826  0.08749  2.61   80695    7060  386575  1469095  18.21
  1981        65-69     0.02752  0.12918  2.64   73635    9512  345708  1082520  14.70
  1981        70-74     0.04514  0.20381  2.62   64123   13069  289523   736813  11.49
  1981        75-79     0.07162  0.30488  2.56   51053   15565  217343   447290   8.76
  1981        80-84     0.11615  0.44785  2.44   35488   15893  136831   229947   6.48
  1981        85-89     0.18011  0.60432  2.28   19595   11842   65746    93116   4.75
  1981        90-94     0.25985  0.74177  2.11    7753    5751   22133    27370   3.53
  1981        95-99     0.36818  0.85843  1.89    2002    1719    4668     5238   2.62
  1981       100-104    0.49049  0.92820  1.65     283     263     536      569   2.01
  1981       105-109    0.61464  0.96404  1.44      20      20      32       33   1.62
  1981       110+       0.71047  1.00000  1.41       1       1       1        1   1.41
  1982           0      0.02528  0.02474  0.13  100000    2474   97837  7098477  70.98
  1982         1-4      0.00068  0.00270  1.56   97526     263  389463  7000640  71.78
  1982         5-9      0.00040  0.00199  2.41   97263     194  485814  6611178  67.97
  1982        10-14     0.00033  0.00167  2.62   97069     162  484960  6125364  63.10
  1982        15-19     0.00070  0.00350  2.87   96907     339  483814  5640404  58.20
  1982        20-24     0.00108  0.00539  2.61   96568     520  481597  5156590  53.40
  1982        25-29     0.00125  0.00624  2.54   96048     599  478765  4674993  48.67
  1982        30-34     0.00157  0.00781  2.56   95449     746  475422  4196228  43.96
  1982        35-39     0.00225  0.01117  2.65   94703    1058  471025  3720806  39.29
  1982        40-44     0.00343  0.01701  2.66   93645    1593  464501  3249781  34.70
  1982        45-49     0.00532  0.02628  2.65   92052    2419  454569  2785280  30.26
  1982        50-54     0.00840  0.04121  2.66   89633    3693  439502  2330711  26.00
  1982        55-59     0.01233  0.05990  2.63   85939    5148  417502  1891209  22.01
  1982        60-64     0.01827  0.08749  2.60   80791    7068  386988  1473707  18.24
  1982        65-69     0.02751  0.12914  2.63   73723    9520  346097  1086719  14.74
  1982        70-74     0.04429  0.20030  2.61   64203   12860  290340   740622  11.54
  1982        75-79     0.07192  0.30550  2.54   51343   15685  218105   450282   8.77
  1982        80-84     0.11623  0.44835  2.45   35658   15987  137552   232177   6.51
  1982        85-89     0.17817  0.60209  2.31   19671   11844   66474    94625   4.81
  1982        90-94     0.25327  0.73061  2.10    7827    5719   22579    28151   3.60
  1982        95-99     0.36412  0.85516  1.90    2109    1803    4952     5572   2.64
  1982       100-104    0.48536  0.92602  1.66     305     283     583      620   2.03
  1982       105-109    0.60802  0.96255  1.45      23      22      36       37   1.64
  1982       110+       0.70192  1.00000  1.42       1       1       1        1   1.42
  1983           0      0.02380  0.02332  0.12  100000    2332   97949  7083834  70.84
  1983         1-4      0.00066  0.00265  1.53   97668     258  390036  6985884  71.53
  1983         5-9      0.00035  0.00174  2.39   97410     169  486608  6595849  67.71
  1983        10-14     0.00033  0.00163  2.55   97241     158  485815  6109241  62.83
  1983        15-19     0.00073  0.00365  2.79   97082     354  484629  5623426  57.92
  1983        20-24     0.00108  0.00540  2.58   96728     522  482375  5138797  53.13
  1983        25-29     0.00127  0.00631  2.58   96206     607  479560  4656422  48.40
  1983        30-34     0.00164  0.00819  2.61   95599     783  476121  4176862  43.69
  1983        35-39     0.00226  0.01126  2.70   94816    1068  471625  3700741  39.03
  1983        40-44     0.00360  0.01785  2.68   93749    1674  464862  3229116  34.44
  1983        45-49     0.00557  0.02747  2.67   92075    2529  454492  2764254  30.02
  1983        50-54     0.00853  0.04179  2.65   89545    3742  438933  2309762  25.79
  1983        55-59     0.01258  0.06106  2.64   85803    5240  416626  1870829  21.80
  1983        60-64     0.01890  0.09043  2.61   80564    7286  385406  1454203  18.05
  1983        65-69     0.02749  0.12903  2.63   73278    9455  343973  1068797  14.59
  1983        70-74     0.04505  0.20340  2.61   63823   12982  288137   724825  11.36
  1983        75-79     0.07383  0.31243  2.54   50842   15884  215155   436687   8.59
  1983        80-84     0.11912  0.45659  2.44   34957   15961  133991   221533   6.34
  1983        85-89     0.18722  0.62135  2.29   18996   11803   63043    87542   4.61
  1983        90-94     0.27063  0.75639  2.08    7193    5441   20103    24499   3.41
  1983        95-99     0.38548  0.87179  1.86    1752    1528    3963     4395   2.51
  1983       100-104    0.51272  0.93678  1.61     225     210     410      433   1.93
  1983       105-109    0.63785  0.96844  1.40      14      14      22       22   1.56
  1983       110+       0.73117  1.00000  1.37       0       0       1        1   1.37
  1984           0      0.02303  0.02257  0.12  100000    2257   98009  7060962  70.61
  1984         1-4      0.00066  0.00264  1.60   97743     258  390352  6962953  71.24
  1984         5-9      0.00032  0.00159  2.46   97485     155  487032  6572601  67.42
  1984        10-14     0.00030  0.00152  2.60   97330     148  486295  6085569  62.53
  1984        15-19     0.00065  0.00327  2.87   97182     318  485234  5599274  57.62
  1984        20-24     0.00097  0.00484  2.61   96864     469  483201  5114040  52.80
  1984        25-29     0.00124  0.00619  2.60   96395     596  480542  4630839  48.04
  1984        30-34     0.00167  0.00832  2.62   95799     797  477099  4150297  43.32
  1984        35-39     0.00242  0.01202  2.67   95002    1142  472353  3673198  38.66
  1984        40-44     0.00380  0.01881  2.63   93860    1766  465122  3200845  34.10
  1984        45-49     0.00582  0.02870  2.66   92094    2643  454294  2735723  29.71
  1984        50-54     0.00895  0.04383  2.65   89451    3921  438057  2281430  25.50
  1984        55-59     0.01314  0.06371  2.62   85531    5449  414708  1843373  21.55
  1984        60-64     0.01946  0.09304  2.65   80082    7451  382892  1428664  17.84
  1984        65-69     0.02842  0.13311  2.63   72631    9668  340226  1045772  14.40
  1984        70-74     0.04536  0.20471  2.62   62963   12889  284144   705546  11.21
  1984        75-79     0.07519  0.31687  2.52   50074   15867  211023   421402   8.42
  1984        80-84     0.12398  0.47087  2.45   34207   16107  129917   210379   6.15
  1984        85-89     0.19532  0.63880  2.29   18100   11562   59198    80462   4.45
  1984        90-94     0.28537  0.77515  2.05    6538    5068   17759    21264   3.25
  1984        95-99     0.40732  0.88686  1.82    1470    1304    3201     3506   2.38
  1984       100-104    0.53982  0.94594  1.57     166     157     291      305   1.83
  1984       105-109    0.66699  0.97334  1.36       9       9      13       13   1.49
  1984       110+       0.75991  1.00000  1.32       0       0       0        0   1.32
  1985           0      0.02177  0.02136  0.11  100000    2136   98106  7036894  70.37
  1985         1-4      0.00064  0.00256  1.56   97864     250  390846  6938788  70.90
  1985         5-9      0.00030  0.00151  2.41   97614     147  487690  6547941  67.08
  1985        10-14     0.00029  0.00145  2.56   97467     141  486991  6060251  62.18
  1985        15-19     0.00062  0.00312  2.89   97326     304  485990  5573260  57.26
  1985        20-24     0.00097  0.00485  2.52   97022     470  483944  5087270  52.43
  1985        25-29     0.00120  0.00599  2.59   96552     578  481367  4603326  47.68
  1985        30-34     0.00162  0.00805  2.65   95974     773  478052  4121959  42.95
  1985        35-39     0.00246  0.01225  2.66   95201    1167  473281  3643907  38.28
  1985        40-44     0.00390  0.01931  2.68   94035    1815  465962  3170627  33.72
  1985        45-49     0.00601  0.02962  2.66   92219    2732  454709  2704665  29.33
  1985        50-54     0.00921  0.04511  2.67   89488    4036  438028  2249956  25.14
  1985        55-59     0.01362  0.06594  2.61   85451    5635  413762  1811928  21.20
  1985        60-64     0.02007  0.09574  2.61   79816    7642  380805  1398166  17.52
  1985        65-69     0.03000  0.13985  2.58   72175   10094  336482  1017361  14.10
  1985        70-74     0.04708  0.21151  2.60   62081   13130  278878   680880  10.97
  1985        75-79     0.07810  0.32764  2.54   48950   16038  205352   402001   8.21
  1985        80-84     0.12832  0.48236  2.43   32913   15876  123716   196649   5.97
  1985        85-89     0.20430  0.65504  2.26   17037   11160   54624    72933   4.28
  1985        90-94     0.30017  0.79197  2.02    5877    4654   15506    18309   3.12
  1985        95-99     0.42504  0.89779  1.78    1223    1098    2582     2803   2.29
  1985       100-104    0.56094  0.95212  1.53     125     119     212      221   1.77
  1985       105-109    0.68830  0.97640  1.33       6       6       8        9   1.45
  1985       110+       0.77923  1.00000  1.28       0       0       0        0   1.28
  1986           0      0.02098  0.02060  0.11  100000    2060   98167  7062076  70.62
  1986         1-4      0.00062  0.00249  1.53   97940     244  391159  6963909  71.10
  1986         5-9      0.00030  0.00147  2.42   97696     144  488111  6572750  67.28
  1986        10-14     0.00028  0.00142  2.69   97552     139  487441  6084639  62.37
  1986        15-19     0.00064  0.00319  2.87   97413     311  486406  5597198  57.46
  1986        20-24     0.00094  0.00470  2.55   97102     457  484391  5110792  52.63
  1986        25-29     0.00112  0.00561  2.60   96645     542  481925  4626401  47.87
  1986        30-34     0.00159  0.00790  2.65   96103     759  478732  4144476  43.13
  1986        35-39     0.00240  0.01192  2.68   95344    1136  474083  3665745  38.45
  1986        40-44     0.00376  0.01863  2.68   94208    1755  466973  3191662  33.88
  1986        45-49     0.00596  0.02940  2.65   92452    2718  455875  2724689  29.47
  1986        50-54     0.00918  0.04491  2.64   89735    4030  439182  2268813  25.28
  1986        55-59     0.01367  0.06621  2.62   85705    5674  415029  1829632  21.35
  1986        60-64     0.02008  0.09582  2.61   80030    7668  381832  1414603  17.68
  1986        65-69     0.02989  0.13939  2.59   72362   10086  337487  1032771  14.27
  1986        70-74     0.04603  0.20722  2.59   62276   12905  280334   695284  11.16
  1986        75-79     0.07542  0.31833  2.55   49371   15716  208373   414950   8.40
  1986        80-84     0.12411  0.47143  2.45   33654   15866  127836   206577   6.14
  1986        85-89     0.19542  0.63818  2.28   17788   11352   58092    78741   4.43
  1986        90-94     0.29013  0.77990  2.04    6436    5020   17302    20649   3.21
  1986        95-99     0.41128  0.88950  1.81    1417    1260    3064     3348   2.36
  1986       100-104    0.54570  0.94781  1.56     157     148     272      284   1.81
  1986       105-109    0.67428  0.97448  1.35       8       8      12       12   1.48
  1986       110+       0.76791  1.00000  1.30       0       0       0        0   1.30
  1987           0      0.02120  0.02081  0.11  100000    2081   98150  7067524  70.68
  1987         1-4      0.00059  0.00237  1.54   97919     233  391103  6969374  71.18
  1987         5-9      0.00027  0.00134  2.39   97686     131  488090  6578271  67.34
  1987        10-14     0.00025  0.00127  2.66   97555     124  487486  6090181  62.43
  1987        15-19     0.00062  0.00308  2.92   97431     300  486533  5602695  57.50
  1987        20-24     0.00090  0.00448  2.59   97131     435  484605  5116162  52.67
  1987        25-29     0.00111  0.00554  2.67   96696     535  482231  4631557  47.90
  1987        30-34     0.00157  0.00784  2.62   96161     754  479011  4149326  43.15
  1987        35-39     0.00239  0.01187  2.67   95406    1133  474395  3670315  38.47
  1987        40-44     0.00378  0.01875  2.69   94274    1768  467287  3195920  33.90
  1987        45-49     0.00603  0.02973  2.66   92506    2750  456087  2728634  29.50
  1987        50-54     0.00913  0.04466  2.63   89756    4009  439272  2272547  25.32
  1987        55-59     0.01378  0.06672  2.63   85747    5721  415173  1833275  21.38
  1987        60-64     0.02002  0.09554  2.63   80026    7646  381992  1418102  17.72
  1987        65-69     0.03014  0.14042  2.57   72380   10164  337251  1036110  14.31
  1987        70-74     0.04553  0.20505  2.58   62217   12757  280171   698859  11.23
  1987        75-79     0.07478  0.31581  2.54   49459   15620  208869   418688   8.47
  1987        80-84     0.12218  0.46545  2.44   33839   15750  128908   209819   6.20
  1987        85-89     0.19280  0.63304  2.29   18089   11451   59395    80911   4.47
  1987        90-94     0.28679  0.77627  2.05    6638    5153   17967    21516   3.24
  1987        95-99     0.40630  0.88636  1.82    1485    1316    3240     3549   2.39
  1987       100-104    0.54031  0.94621  1.57     169     160     296      309   1.83
  1987       105-109    0.66929  0.97376  1.36       9       9      13       14   1.49
  1987       110+       0.76366  1.00000  1.31       0       0       0        0   1.31
  1988           0      0.02063  0.02026  0.11  100000    2026   98195  7101484  71.01
  1988         1-4      0.00058  0.00230  1.45   97974     226  391322  7003289  71.48
  1988         5-9      0.00028  0.00141  2.37   97749     138  488381  6611966  67.64
  1988        10-14     0.00025  0.00123  2.66   97611     120  487774  6123585  62.73
  1988        15-19     0.00062  0.00310  2.92   97491     303  486825  5635811  57.81
  1988        20-24     0.00084  0.00418  2.57   97188     407  484954  5148986  52.98
  1988        25-29     0.00108  0.00539  2.61   96782     522  482661  4664032  48.19
  1988        30-34     0.00158  0.00788  2.60   96260     758  479481  4181371  43.44
  1988        35-39     0.00234  0.01164  2.68   95502    1111  474933  3701889  38.76
  1988        40-44     0.00377  0.01867  2.70   94391    1763  467904  3226956  34.19
  1988        45-49     0.00574  0.02834  2.66   92628    2625  457001  2759052  29.79
  1988        50-54     0.00896  0.04386  2.63   90003    3947  440656  2302051  25.58
  1988        55-59     0.01362  0.06599  2.64   86056    5679  416870  1861395  21.63
  1988        60-64     0.01986  0.09480  2.60   80377    7619  383603  1444525  17.97
  1988        65-69     0.02932  0.13694  2.59   72757    9963  339817  1060922  14.58
